customer_id,age,gender,employment_status,employment_length_years,annual_income,monthly_income,total_debt,credit_card_debt,mortgage_debt,auto_loan_debt,debt_to_income_ratio,credit_score,num_open_accounts,num_credit_cards,credit_utilization,late_payments_last_2y,serious_delinquencies,num_credit_inquiries_last_6m,oldest_account_age_years,avg_account_age_years,loan_amount_requested,loan_purpose,loan_term_months,interest_rate_offered,default,loan_to_income_ratio,debt_to_credit_limit
CUST_00041,70,M,Retired,3.1,"500,000.00","41,666.00","39,766.00","39,766.00",0.00,0.00,0.08,850,6,6,0.265,0,0,1,28,18.9,150000,Business,48,0.08,0,0.3,0.265
CUST_00042,53,M,Unemployed,0,"500,000.00","41,666.00","27,830.00","27,830.00",0.00,0.00,0.056,771,6,4,,0,0,0,21.1,15.4,150000,Business,48,0.094,0,0.3,0.186
CUST_00043,38,F,Employed,0,"500,000.00","41,666.00","43,266.00","43,266.00",0.00,0.00,0.087,675,9,3,0.288,2,0,2,19.1,13.9,87729,Education,48,0.098,0,0.175,0.288
CUST_00044,46,F,Employed,3.3,"500,000.00","41,666.00","92,727.27","29,042.00","54,577.00","9,107.00",0.185,850,3,6,0.194,0,0,0,28,20,150000,Home Improvement,12,0.08,0,0.3,0.194
CUST_00045,70,F,Self-employed,,"500,000.00","41,666.00","53,114.58","25,719.00",0.00,"27,395.00",0.106,742,5,3,0.171,1,0,1,28.8,24.5,130599,Business,36,0.095,0,0.261,0.171
CUST_00046,48,F,Employed,0,"500,000.00","41,666.00","220,045.80","96,148.00","123,897.00",0.00,0.44,799,8,1,0.641,1,0,2,22.9,14.5,127076,Business,48,0.084,0,0.254,0.641
CUST_00047,42,M,Employed,2.4,"500,000.00","41,666.00","32,307.00","32,307.00",0.00,0.00,0.065,850,4,2,0.215,0,0,1,15.4,12.6,150000,Auto,72,0.08,0,0.3,0.215
CUST_00048,44,F,Self-employed,7.3,"500,000.00","41,666.00","128,252.55","12,194.00","116,058.00",0.00,0.257,763,7,4,0.081,0,0,2,24.9,14.3,150000,Business,60,0.095,0,0.3,0.081
CUST_00049,53,F,Unemployed,0,"500,000.00","41,666.00","93,847.33","68,559.00",0.00,"25,288.00",0.188,838,7,1,0.457,1,1,1,16.9,10.8,103477,Debt Consolidation,12,0.073,1,0.207,0.457
CUST_00050,36,F,Employed,5.7,"500,000.00","41,666.00","48,171.00","48,171.00",0.00,0.00,0.096,682,3,1,0.321,2,0,2,17.9,12.4,118528,Debt Consolidation,36,0.103,1,0.237,0.321
CUST_00051,40,F,Unemployed,0,"500,000.00","41,666.00","23,577.00","23,577.00",0.00,0.00,0.047,677,8,1,0.157,0,0,3,14,7.8,150000,Debt Consolidation,48,0.111,1,0.3,0.157
CUST_00052,63,M,Retired,3.1,"500,000.00","41,666.00","31,066.00","31,066.00",0.00,0.00,0.062,850,6,0,0.207,0,0,1,32.5,22.4,150000,Business,36,0.08,0,0.3,0.207
CUST_00053,52,F,Unemployed,0,"500,000.00","41,666.00","70,623.66","42,405.00",0.00,"28,218.00",0.141,770,4,6,0.283,0,0,0,18,16.1,150000,Other,36,0.094,1,0.3,0.283
CUST_00054,48,M,Part-time,0,"500,000.00","41,666.00","47,964.00","47,964.00",0.00,0.00,0.096,850,5,6,0.32,1,0,4,29.6,23.5,122833,Home Improvement,48,0.075,0,0.246,0.32
CUST_00055,64,M,Retired,1.2,"500,000.00","41,666.00","23,975.00","23,975.00",0.00,0.00,0.048,714,8,3,0.16,1,0,3,25,19.5,150000,Home Improvement,60,0.104,0,0.3,0.16
CUST_00056,37,M,Employed,3.4,"500,000.00","41,666.00","269,295.86","51,537.00","196,086.00","21,672.00",0.539,731,7,4,0.344,0,0,3,19,12.2,62105,Other,48,0.083,0,0.124,0.344
CUST_00057,42,F,Employed,0,"500,000.00","41,666.00","135,949.95","57,899.00","78,050.00",0.00,0.272,718,7,1,0.386,0,0,1,16.9,14.6,150000,Business,60,0.103,0,0.3,0.386
CUST_00058,52,M,Self-employed,9.7,"500,000.00","41,666.00","400,602.76","34,887.00","365,715.00",0.00,0.801,719,7,4,0.233,0,0,1,34,18,150000,Business,60,0.103,0,0.3,0.233
CUST_00059,51,F,Unemployed,,"500,000.00","41,666.00","6,257.00","6,257.00",0.00,0.00,0.013,847,9,6,0.042,0,0,0,17.2,9.4,101369,Home Improvement,12,0.071,0,0.203,0.042
CUST_00060,30,M,Employed,,"500,000.00","41,666.00","88,720.00","88,720.00",0.00,0.00,0.177,742,4,3,0.591,0,1,0,12,10.1,150000,Education,60,0.099,0,0.3,0.591
CUST_00061,41,F,Self-employed,0.2,"500,000.00","41,666.00","37,204.00","37,204.00",0.00,0.00,0.074,835,4,5,,0,0,1,12.4,7.3,150000,Home Improvement,48,0.083,0,0.3,0.248
CUST_00062,44,F,Self-employed,2.1,"500,000.00","41,666.00","43,628.93","34,787.00",0.00,"8,841.00",0.087,819,8,5,0.232,1,0,2,14.6,7.7,150000,Business,36,0.085,1,0.3,0.232
CUST_00063,53,M,Self-employed,1.4,"2,169,754.10","41,666.00","225,736.63","27,435.00","198,301.00",0.00,0.451,826,6,6,0.183,0,0,1,23.5,12.9,150000,Other,36,0.084,0,0.3,0.183
CUST_00064,51,M,Self-employed,10.3,"500,000.00","41,666.00","106,694.50","73,306.00",0.00,"33,388.00",0.213,712,11,3,0.489,0,0,0,30,23.9,150000,Other,60,0.104,0,0.3,0.489
CUST_00065,46,F,Employed,4.6,"500,000.00","41,666.00","44,753.07","5,822.00",0.00,"38,931.00",0.09,850,7,3,,0,0,2,21.6,12.8,53045,Home Improvement,36,0.061,0,0.106,0.039
CUST_00066,26,M,Employed,2.9,"500,000.00",,"94,039.00","94,039.00",0.00,0.00,0.188,751,6,4,0.627,0,0,1,8,5.9,150000,Home Improvement,48,0.097,0,0.3,0.627
CUST_00067,46,F,Unemployed,0,"500,000.00","41,666.00","46,333.30","15,572.00",0.00,"30,761.00",0.093,833,7,4,0.104,0,0,0,15,8.1,150000,Home Improvement,72,0.083,0,0.3,0.104
CUST_00068,48,F,Part-time,0,"500,000.00","41,666.00","132,058.99","113,129.00",0.00,"18,929.00",0.264,746,11,1,0.754,1,1,2,17.7,12.2,150000,Business,60,0.098,1,0.3,0.754
CUST_00069,70,M,Retired,7.3,"500,000.00","41,666.00","61,990.08","30,862.00",0.00,"31,128.00",0.124,827,10,3,0.206,0,0,1,37.1,20.7,150000,Business,72,0.084,0,0.3,0.206
CUST_00070,44,M,Employed,6.8,"500,000.00","41,666.00","49,717.00","49,717.00",0.00,0.00,0.099,841,8,5,0.331,1,0,0,12.7,10.1,126007,Debt Consolidation,48,0.077,0,0.252,0.331
CUST_00071,52,M,Unemployed,0,"500,000.00","41,666.00","30,847.00","30,847.00",0.00,0.00,0.062,621,4,1,0.206,1,0,1,19.3,9.8,150000,Debt Consolidation,36,0.12,1,0.3,0.206
CUST_00072,68,M,Employed,5.1,"500,000.00","41,666.00","367,987.84","26,765.00","341,222.00",0.00,0.736,724,8,3,,0,0,0,33.9,30,150000,Home Improvement,36,0.102,0,0.3,0.178
CUST_00073,60,M,Employed,16.9,"500,000.00","41,666.00","32,233.00","32,233.00",0.00,0.00,0.064,783,9,3,0.215,2,0,1,26.1,21.6,150000,Business,72,0.092,0,0.3,0.215
CUST_00074,70,M,Retired,14.3,"500,000.00","41,666.00","59,164.00","59,164.00",0.00,0.00,0.118,788,7,2,0.394,1,0,2,38.5,34.3,150000,Business,72,0.091,1,0.3,0.394
CUST_00075,30,M,Self-employed,0,"500,000.00","41,666.00","402,927.05","18,769.00","372,740.00","11,417.00",0.806,746,4,3,0.125,0,0,0,12,7.2,150000,Business,36,0.098,0,0.3,0.125
CUST_00076,34,M,Self-employed,0.5,"500,000.00","41,666.00","15,898.00","15,898.00",0.00,0.00,0.032,713,4,4,0.106,3,0,1,12.9,7.9,150000,Home Improvement,60,0.104,1,0.3,0.106
CUST_00077,39,F,Self-employed,0,"500,000.00","41,666.00","56,110.00","56,110.00",0.00,0.00,0.112,850,5,5,0.374,0,0,1,21,18.2,49883,Business,36,0.06,0,0.1,0.374
CUST_00078,29,F,Self-employed,5,"500,000.00","41,666.00","125,681.26","4,359.00","121,322.00",0.00,0.251,795,4,2,0.029,0,0,0,8.5,7.6,84353,Business,24,0.077,0,0.169,0.029
CUST_00079,48,F,Employed,0,"500,000.00","41,666.00","281,735.33","58,232.00","223,503.00",0.00,0.563,722,7,3,0.388,1,0,1,28.7,23.6,150000,Education,60,0.103,0,0.3,0.388
CUST_00080,35,M,Part-time,0,"500,000.00","41,666.00","47,917.00","47,917.00",0.00,0.00,0.096,708,6,3,0.319,0,0,2,17,13.9,150000,Debt Consolidation,60,0.105,0,0.3,0.319
CUST_00081,70,M,Employed,,"500,000.00","41,666.00","448,620.80","59,072.00","389,548.00",0.00,0.897,788,7,0,0.394,2,0,1,32.5,25.8,150000,Business,24,0.091,1,0.3,0.394
CUST_00082,36,F,Employed,13.4,"500,000.00","41,666.00","16,765.00","16,765.00",0.00,0.00,0.034,782,6,2,0.112,0,0,0,18,14.6,83374,Debt Consolidation,36,0.079,0,0.167,0.112
CUST_00083,42,F,Part-time,0,"500,000.00","41,666.00","31,057.00","31,057.00",0.00,0.00,0.062,829,9,3,0.207,1,0,0,21.9,13.7,63796,Business,48,0.066,0,0.128,0.207
CUST_00084,61,M,Self-employed,1.2,"500,000.00","41,666.00","386,777.89","9,860.00","337,358.00","39,558.00",0.774,744,9,4,0.066,0,0,3,21.9,16.6,150000,Business,48,0.099,0,0.3,0.066
CUST_00085,32,M,Unemployed,0,"500,000.00","41,666.00","32,543.00","32,543.00",0.00,0.00,0.065,669,5,3,0.217,0,0,1,14,12,150000,Business,36,0.112,0,0.3,0.217
CUST_00086,28,F,Employed,3.3,"500,000.00","41,666.00","93,982.00","93,982.00",0.00,0.00,0.188,745,10,1,0.627,1,0,0,5,2.8,150000,Auto,36,0.099,0,0.3,0.627
CUST_00087,50,F,Employed,0.7,"500,000.00",,"101,129.13","36,163.00","64,966.00",0.00,0.202,829,5,2,0.241,1,0,2,18.1,14.6,150000,Auto,60,0.084,0,0.3,0.241
CUST_00088,51,M,Employed,4.5,"500,000.00","41,666.00","404,053.21","15,098.00","388,955.00",0.00,0.808,850,8,4,0.101,0,0,2,33,27.4,150000,Business,60,0.08,0,0.3,0.101
CUST_00089,61,F,Retired,0.4,"500,000.00","41,666.00","23,019.00","23,019.00",0.00,0.00,0.046,833,3,2,0.153,0,0,1,31.1,23,150000,Business,60,0.083,1,0.3,0.153
CUST_00090,56,F,Employed,0.5,"500,000.00","41,666.00","95,851.24","37,739.00","58,112.00",0.00,0.192,783,9,2,0.252,1,0,2,24.6,21.7,150000,Business,72,0.092,0,0.3,0.252
CUST_00091,52,F,Employed,9.8,"500,000.00","41,666.00","164,800.13","102,904.00","61,896.00",0.00,0.33,764,5,3,0.686,0,0,0,22.5,15.3,150000,Business,36,0.095,0,0.3,0.686
CUST_00092,38,F,Employed,,"500,000.00","41,666.00","402,781.18","97,682.00","275,490.00","29,609.00",0.806,836,8,4,0.651,0,0,1,20,10.1,81746,Home Improvement,48,0.069,0,0.163,0.651
CUST_00093,51,M,Part-time,0,"500,000.00","41,666.00","10,212.00","10,212.00",0.00,0.00,0.02,705,9,4,0.068,0,0,2,16.7,11.1,150000,Debt Consolidation,60,0.106,0,0.3,0.068
CUST_00094,52,F,Employed,1.3,"500,000.00","41,666.00","96,271.00","96,271.00",0.00,0.00,0.193,850,7,4,0.642,1,0,1,26.8,23.3,150000,Home Improvement,12,0.08,0,0.3,0.642
CUST_00095,37,F,Employed,3.3,"500,000.00","41,666.00","298,193.33","26,396.00","271,797.00",0.00,0.596,749,8,3,0.176,1,0,1,8.6,7.2,79148,Business,36,0.084,1,0.158,0.176
CUST_00096,70,F,Retired,4.6,"500,000.00","41,666.00","27,661.00","27,661.00",0.00,0.00,0.055,850,11,3,0.184,2,0,0,43.7,32.8,150000,Home Improvement,60,0.08,0,0.3,0.184
CUST_00097,55,F,Employed,11.5,"500,000.00","41,666.00","369,997.72","30,567.00","339,430.00",0.00,0.74,695,6,2,0.204,0,0,0,22.2,17.4,150000,Debt Consolidation,36,0.107,0,0.3,0.204
CUST_00098,34,F,Unemployed,0,"500,000.00","41,666.00","85,194.24","56,530.00",0.00,"28,664.00",0.17,731,4,2,0.377,0,0,1,10.5,7.7,150000,Education,48,0.101,0,0.3,0.377
CUST_00099,61,M,Retired,2.2,"500,000.00","41,666.00","49,457.31","30,257.00",0.00,"19,200.00",0.099,692,9,1,0.202,0,0,0,24.7,15.5,39167,Home Improvement,36,0.086,0,0.078,0.202
CUST_00100,64,M,Employed,0.1,"500,000.00","41,666.00","77,838.00","77,838.00",0.00,0.00,0.156,774,6,2,0.519,1,0,1,39.1,25.2,150000,Education,48,0.093,0,0.3,0.519
CUST_00101,54,F,Employed,0.7,"500,000.00","41,666.00","213,861.61","57,579.00","156,282.00",0.00,0.428,822,6,2,0.384,0,0,0,20.4,13.5,60571,Business,60,0.067,0,0.121,0.384
CUST_00102,43,M,Employed,0,"500,000.00","41,666.00","105,773.61","73,313.00",0.00,"32,460.00",0.212,781,4,5,0.489,0,0,0,16.6,10.1,150000,Debt Consolidation,48,0.092,0,0.3,0.489
CUST_00103,37,M,Employed,,"500,000.00","41,666.00","62,720.00","62,720.00",0.00,0.00,0.125,784,8,3,0.418,1,0,0,19,16.3,150000,Business,48,0.092,0,0.3,0.418
CUST_00104,46,M,Employed,3,"500,000.00","41,666.00","251,405.78","32,122.00","219,283.00",0.00,0.503,724,10,1,0.214,0,0,0,21.3,17,150000,Other,60,0.102,0,0.3,0.214
CUST_00105,52,F,Employed,2,"500,000.00","41,666.00","14,129.00","14,129.00",0.00,0.00,0.028,772,4,2,0.094,1,0,0,22.3,16.7,150000,Education,36,0.094,0,0.3,0.094
CUST_00106,47,M,Employed,4.5,"500,000.00","41,666.00","411,147.38","29,015.00","349,118.00","33,013.00",0.822,850,8,2,0.193,0,0,0,15,10.1,150000,Business,60,0.08,0,0.3,0.193
CUST_00107,70,F,Employed,2.3,"500,000.00","41,666.00","336,181.97","21,739.00","314,442.00",0.00,0.672,697,9,1,0.145,0,0,1,26,15.4,150000,Home Improvement,48,0.107,0,0.3,0.145
CUST_00108,57,M,Employed,0.4,"500,000.00",,"249,176.83","50,439.00","198,737.00",0.00,0.498,850,7,0,0.336,3,0,2,19.5,11.7,150000,Medical,36,0.08,1,0.3,0.336
CUST_00109,36,M,Employed,2.4,"500,000.00","41,666.00","392,461.40","17,860.00","348,185.00","26,415.00",0.785,833,10,2,0.119,0,0,1,12.4,7.3,149867,Debt Consolidation,36,0.083,0,0.3,0.119
CUST_00110,33,M,Employed,3.9,"500,000.00",,"24,586.00","24,586.00",0.00,0.00,0.049,798,12,1,0.164,0,0,3,8.1,4.5,150000,Business,36,0.089,0,0.3,0.164
CUST_00111,55,M,Self-employed,0.8,"500,000.00","41,666.00","290,371.10","71,527.00","218,844.00",0.00,0.581,850,4,4,0.477,1,0,1,30,19.3,150000,Home Improvement,36,0.08,0,0.3,0.477
CUST_00112,44,F,Employed,1.8,"500,000.00","41,666.00","284,983.22","49,320.00","235,663.00",0.00,0.57,,6,2,0.329,0,0,1,26,13.8,73609,Home Improvement,36,0.067,0,0.147,0.329
CUST_00113,59,F,Employed,4,"500,000.00","41,666.00","263,505.78","8,418.00","255,087.00",0.00,0.527,736,3,5,0.056,0,0,1,23.7,17.6,150000,Auto,24,0.1,0,0.3,0.056
CUST_00114,55,F,Self-employed,0.9,"500,000.00","41,666.00","203,295.22","22,870.00","180,425.00",0.00,0.407,720,9,2,0.152,1,0,2,30.3,20.4,144251,Debt Consolidation,36,0.102,0,0.289,0.152
CUST_00115,46,M,Employed,14.7,"500,000.00",,"157,610.94","7,142.00","150,468.00",0.00,0.315,757,11,2,0.048,0,0,2,19.7,10.8,150000,Medical,12,0.096,0,0.3,0.048
CUST_00116,36,F,Employed,12.8,"500,000.00","41,666.00","353,406.49","26,615.00","287,607.00","39,183.00",0.707,782,6,1,0.177,0,0,0,11.9,9.6,150000,Other,36,0.092,0,0.3,0.177
CUST_00117,29,M,Employed,4,"500,000.00",,"58,351.00","58,351.00",0.00,0.00,0.117,850,2,1,0.389,0,0,0,11,7.6,79300,Business,72,0.066,1,0.159,0.389
CUST_00118,50,M,Part-time,0,"500,000.00","41,666.00","10,681.00","10,681.00",0.00,0.00,0.021,773,10,6,0.071,1,0,2,29.3,15,150000,Home Improvement,60,0.094,1,0.3,0.071
CUST_00119,32,F,Employed,12.2,"500,000.00","41,666.00","134,475.94","29,474.00","105,001.00",0.00,0.269,850,13,3,0.196,0,0,0,14,9.6,150000,Business,24,0.08,0,0.3,0.196
CUST_00120,35,F,Employed,2.5,"500,000.00","41,666.00","279,950.58","54,692.00","225,258.00",0.00,0.56,683,6,4,0.365,0,0,2,10.5,6.7,150000,Business,60,0.109,0,0.3,0.365
CUST_00121,49,M,Part-time,0,"500,000.00","41,666.00","74,928.00","74,928.00",0.00,0.00,0.15,810,6,4,0.5,0,0,1,22.8,14,150000,Other,72,0.087,0,0.3,0.5
CUST_00122,48,M,Employed,1.1,"500,000.00","41,666.00","194,099.39","32,605.00","161,494.00",0.00,0.388,665,8,3,0.217,2,0,1,21.6,15.4,59582,Business,36,0.095,0,0.119,0.217
CUST_00123,33,F,Employed,4.5,"500,000.00","41,666.00","19,930.00","19,930.00",0.00,0.00,0.04,580,7,5,,0,0,2,8.9,7.6,150000,Other,60,0.128,0,0.3,0.133
CUST_00124,67,M,Retired,5.9,"500,000.00","41,666.00","45,163.63","21,512.00",0.00,"23,651.00",0.09,850,5,1,0.143,0,0,3,34.7,27.2,150000,Home Improvement,48,0.08,0,0.3,0.143
CUST_00125,66,F,Retired,9.3,"500,000.00","41,666.00","20,378.00","20,378.00",0.00,0.00,0.041,850,7,4,0.136,1,0,1,32.9,28.4,114454,Debt Consolidation,60,0.073,0,0.229,0.136
CUST_00126,55,F,Employed,7.3,"500,000.00","41,666.00","63,766.10","45,742.00",0.00,"18,024.00",0.128,826,6,5,0.305,1,1,0,19.2,10.7,150000,Home Improvement,36,0.084,0,0.3,0.305
CUST_00127,55,F,Part-time,0,"500,000.00","41,666.00","51,252.00","51,252.00",0.00,0.00,0.103,850,4,2,0.342,1,0,2,20.9,17,150000,Home Improvement,48,0.08,1,0.3,0.342
CUST_00128,55,M,Employed,0.4,"500,000.00","41,666.00","224,049.10","40,843.00","183,206.00",0.00,0.448,,7,4,0.272,0,0,3,22.8,16.4,52381,Home Improvement,48,0.06,0,0.105,0.272
CUST_00129,70,F,Employed,0.5,"500,000.00","41,666.00","34,866.00","34,866.00",0.00,0.00,0.07,,6,2,0.232,0,0,0,37.6,23.2,150000,Home Improvement,24,0.08,1,0.3,0.232
